index,time,latitude,longitude,depth,mag,place
2279,2017-03-03T23:30:03.100Z,24.8454,94.5486,65.83,4.1,"53 km ENE of Yairipok, India"
2280,2017-03-01T16:21:04.660Z,11.6696,92.2347,29.78,4.1,"52 km W of Bamboo Flat, India"
2282,2017-03-01T03:16:52.370Z,12.2124,93.2046,67.58,4.5,"77 km NE of Bamboo Flat, India"
2283,2017-02-28T10:42:06.570Z,10.1937,92.501,32.34,4.2,"165 km S of Port Blair, India"
2288,2017-02-24T12:02:50.650Z,24.0437,93.4825,59.8,5.0,"37 km SSW of Chur?ch?ndpur, India"
2294,2017-02-12T04:05:33.570Z,25.548,91.1035,36.94,4.4,"16 km WNW of Nongstoin, India"
2296,2017-02-06T17:03:06.530Z,30.6544,79.1645,16.05,5.1,"36 km NW of P?palkoti, India"
2302,2017-01-29T21:36:08.190Z,25.9321,96.4968,41.14,4.5,"43 km SW of Sarupathar, India"
2303,2017-01-24T12:25:38.780Z,25.6419,91.8799,35.0,4.3,"8 km N of Shillong, India"
2306,2017-01-19T19:18:36.830Z,28.1784,92.6836,40.21,4.1,"100 km NE of Tawang, India"
2308,2017-01-18T15:42:40.480Z,12.2,94.9698,27.49,4.9,"249 km ENE of Port Blair, India"
2309,2017-01-18T03:03:21.970Z,24.559,94.5655,63.0,4.5,"50 km E of W?ngjing, India"
2312,2017-01-12T09:32:08.120Z,26.4049,95.364,68.8,4.5,"47 km SE of Mon, India"
2314,2017-01-09T20:25:53.280Z,35.679,77.8343,82.09,4.1,"126 km NE of Thang, India"
2320,2017-01-03T19:32:26.800Z,27.9089,93.8486,18.03,4.4,"34 km N of Ziro, India"
2322,2017-01-03T09:09:02.080Z,24.0151,92.0177,32.0,5.7,"18 km ENE of ?mb?sa, India"
2328,2016-12-27T21:21:53.720Z,13.341,92.327,28.8,4.4,"186 km NNW of Bamboo Flat, India"
2329,2016-12-27T10:50:19.090Z,12.763,92.9305,35.0,4.3,"119 km N of Bamboo Flat, India"
2332,2016-12-23T04:56:16.820Z,12.3232,91.9315,27.78,4.4,"109 km NW of Bamboo Flat, India"
2347,2016-12-08T09:32:56.890Z,24.6052,94.8888,99.72,4.3,"83 km E of W?ngjing, India"
2361,2016-12-03T19:42:11.180Z,10.9345,91.886,10.0,4.7,"123 km SW of Port Blair, India"
2362,2016-12-01T16:52:50.110Z,29.979,80.6321,31.96,5.2,"18 km NE of Dh?rchula, India"
2365,2016-11-25T11:17:10.660Z,13.1382,93.0599,32.79,4.6,"163 km NNE of Bamboo Flat, India"
2370,2016-11-16T22:59:24.610Z,28.0012,76.7017,10.0,4.4,"14 km SE of B?wal, India"
2371,2016-11-15T02:10:21.120Z,24.6475,92.3284,32.42,4.6,"23 km W of Hail?k?ndi, India"
2372,2016-11-13T21:22:24.700Z,10.6904,93.6834,8.78,4.6,"148 km SE of Port Blair, India"
2379,2016-10-29T17:47:11.680Z,21.7014,93.4678,61.66,4.4,"100 km SSE of Saiha, India"
2380,2016-10-26T06:29:09.950Z,23.1261,92.8708,50.3,4.7,"18 km S of Serchh?p, India"
2383,2016-10-23T15:56:41.960Z,26.0659,90.2619,24.31,4.6,"5 km NW of Lakhipur, India"
2395,2016-10-11T07:30:14.280Z,25.2519,95.0006,95.33,4.7,"68 km SE of Phek, India"
2399,2016-10-06T14:47:57.210Z,26.443,92.773,56.85,4.3,"21 km S of Tezpur, India"
2400,2016-10-04T14:19:21.580Z,33.7459,75.6917,35.0,4.3,"45 km SE of Pahlg?m, India"
2414,2016-09-22T13:23:43.950Z,25.2601,95.6127,141.47,4.6,"120 km ESE of Phek, India"
2415,2016-09-20T09:10:11.230Z,13.301,93.048,35.0,4.3,"180 km NNE of Bamboo Flat, India"
2417,2016-09-19T21:11:27.000Z,29.1247,97.8313,66.57,4.2,"171 km NE of Hayuliang, India"
2418,2016-09-19T12:57:31.930Z,10.3504,92.6927,33.56,4.6,"145 km S of Port Blair, India"
2421,2016-09-17T02:46:23.340Z,24.368,93.9151,63.47,4.3,"15 km SSW of Kakching, India"
2422,2016-09-16T05:18:49.780Z,12.8909,92.492,29.95,4.3,"133 km N of Bamboo Flat, India"
2423,2016-09-15T02:30:46.460Z,10.1636,91.7111,20.94,5.0,"201 km SW of Port Blair, India"
2424,2016-09-13T11:59:49.020Z,10.2454,91.637,27.71,4.7,"198 km SW of Port Blair, India"
2426,2016-09-11T05:07:48.670Z,9.8342,93.2204,75.1,4.6,"209 km SSE of Port Blair, India"
2428,2016-09-10T15:27:23.480Z,28.7684,76.5733,10.0,4.1,"7 km N of Beri Kh?s, India"
2434,2016-09-04T22:28:38.650Z,13.5061,92.7137,31.34,4.2,"199 km N of Bamboo Flat, India"
2435,2016-09-04T13:05:48.740Z,28.0653,92.032,28.78,4.0,"55 km N of Tawang, India"
2436,2016-09-03T21:38:58.200Z,27.2224,96.8182,43.69,4.5,"98 km SSE of Hayuliang, India"
2437,2016-09-02T14:31:00.980Z,28.6255,94.9397,23.69,4.6,"52 km NNE of Along, India"
2441,2016-08-27T03:38:08.270Z,31.2127,77.7742,10.0,4.1,"2 km ENE of Rohru, India"
2442,2016-08-27T01:35:05.900Z,31.4834,77.6806,10.0,4.5,"6 km NE of R?mpur, India"
2443,2016-08-27T01:14:30.110Z,31.4746,77.7102,10.0,4.6,"8 km ENE of R?mpur, India"
2452,2016-08-18T18:23:56.270Z,11.9017,93.5881,107.98,4.6,"95 km ENE of Port Blair, India"
2469,2016-08-01T13:38:32.850Z,31.3148,76.9876,35.06,4.5,"15 km WNW of Seoni, India"
2471,2016-07-30T11:58:56.360Z,29.068,94.6895,28.23,4.1,"67 km NNE of Shi Yomi, India"
2480,2016-07-17T03:54:57.560Z,21.4276,71.5526,10.0,4.1,"12 km SSW of Gariadhar, India"
2482,2016-07-13T17:56:32.830Z,12.0821,95.1704,10.0,4.5,"268 km E of Port Blair, India"
2483,2016-07-13T09:33:32.000Z,24.5435,94.8081,91.5,4.0,"75 km E of W?ngjing, India"
2484,2016-07-05T09:43:44.490Z,24.8397,95.2089,101.26,4.4,"116 km SE of Phek, India"
2488,2016-07-01T19:22:40.040Z,24.9691,95.3737,132.35,4.7,"117 km SE of Phek, India"
2505,2016-06-11T18:12:23.380Z,25.7858,95.2245,83.12,4.5,"66 km SE of Tuensang, India"
2514,2016-05-27T05:03:10.200Z,26.5252,96.4968,64.3,4.6,"47 km NW of Sarupathar, India"
2516,2016-05-24T10:17:59.320Z,33.0759,76.0936,35.0,4.1,"36 km ENE of Bhadarw?h, India"
2519,2016-05-22T22:32:36.380Z,10.2558,92.2057,30.04,4.1,"166 km SSW of Port Blair, India"
2533,2016-05-16T18:03:47.500Z,25.9006,90.2255,35.12,4.3,"16 km SSW of Lakhipur, India"
2536,2016-05-12T07:54:19.140Z,24.2716,94.3125,71.48,4.8,"41 km SE of Kakching, India"
2541,2016-05-09T16:03:47.250Z,11.3506,91.5047,10.0,5.2,"137 km WSW of Bamboo Flat, India"
2542,2016-05-09T16:00:22.140Z,11.2676,91.4012,10.0,4.3,"151 km WSW of Bamboo Flat, India"
2545,2016-05-07T09:43:39.640Z,25.4013,91.7893,37.62,4.1,"14 km NE of Cherrapunji, India"
2553,2016-04-24T21:55:42.770Z,10.2055,91.5917,22.65,4.3,"205 km SW of Port Blair, India"
2557,2016-04-22T02:43:05.050Z,9.9398,93.8287,31.38,4.5,"224 km SSE of Port Blair, India"
2558,2016-04-19T20:47:57.190Z,10.2564,93.7772,42.83,4.4,"192 km SE of Port Blair, India"
2559,2016-04-19T20:32:57.090Z,10.2153,93.6895,10.0,5.3,"190 km SSE of Port Blair, India"
2561,2016-04-18T15:29:54.930Z,12.9466,92.3335,37.35,4.7,"144 km NNW of Bamboo Flat, India"
2564,2016-04-13T14:14:03.240Z,12.5623,95.1787,10.0,4.9,"282 km ENE of Port Blair, India"
2572,2016-04-05T07:42:24.390Z,25.7595,90.5452,10.0,5.0,"38 km SE of Lakhipur, India"
2576,2016-03-28T18:40:06.780Z,25.9519,90.6891,10.0,4.0,"25 km SSE of Go?lp?ra, India"
2581,2016-03-20T16:54:13.110Z,29.9569,93.1989,10.0,4.7,"195 km NW of Shi Yomi, India"
2584,2016-03-17T16:47:01.810Z,34.044,78.0686,31.9,4.1,"46 km ESE of Leh, India"
2587,2016-03-13T15:04:36.930Z,10.2834,93.5317,125.89,4.3,"175 km SSE of Port Blair, India"
2588,2016-03-13T10:30:11.160Z,26.245,92.2565,53.71,4.5,"9 km W of Morigaon, India"
2590,2016-03-12T16:15:12.250Z,26.7746,89.092,14.88,3.9,"9 km NW of Birpara, India"
2591,2016-03-12T09:39:37.700Z,10.3914,92.4579,27.86,4.2,"144 km SSW of Port Blair, India"
2593,2016-03-08T09:55:34.760Z,9.5751,93.4345,10.0,4.4,"243 km SSE of Port Blair, India"
2601,2016-03-02T04:03:50.420Z,26.4817,95.4216,21.67,4.1,"45 km SE of Mon, India"
2603,2016-02-28T23:11:03.470Z,10.2974,93.6503,127.6,4.0,"180 km SSE of Port Blair, India"
2604,2016-02-27T00:31:05.120Z,13.4762,93.915,98.7,4.5,"235 km NNE of Bamboo Flat, India"
2612,2016-02-16T23:06:59.690Z,26.196,93.4977,39.72,4.7,"34 km NW of Bokaj?n, India"
2616,2016-02-09T15:13:53.700Z,32.9944,76.0777,40.2,4.2,"33 km E of Bhadarw?h, India"
2622,2016-02-04T15:30:49.930Z,14.2933,93.204,10.0,5.1,"291 km N of Bamboo Flat, India"
2623,2016-02-04T07:10:36.880Z,32.8455,76.043,58.67,4.3,"33 km NNW of Chamba, India"
2624,2016-02-03T15:24:07.060Z,10.3608,93.3475,96.08,4.4,"158 km SSE of Port Blair, India"
2630,2016-01-27T22:09:56.710Z,13.7261,93.8004,88.89,4.6,"253 km NNE of Bamboo Flat, India"
2635,2016-01-15T19:24:52.540Z,11.7568,92.8636,50.41,4.3,"16 km NE of Port Blair, India"
2641,2016-01-11T06:56:37.000Z,13.5519,92.7103,35.0,4.1,"204 km N of Bamboo Flat, India"
2643,2016-01-06T10:25:13.360Z,24.8896,93.4003,58.15,4.3,"40 km ENE of Lakhipur, India"
2644,2016-01-04T02:28:04.870Z,12.0291,93.1309,68.01,4.2,"57 km NE of Bamboo Flat, India"
2645,2016-01-03T23:05:22.270Z,24.8036,93.6505,55.0,6.7,"29 km W of Imph?l, India"
2653,2015-12-23T09:22:06.370Z,26.2583,93.0894,48.5,4.3,"36 km NE of Hoj?i, India"
2657,2015-12-17T03:04:44.760Z,9.4948,93.7925,55.42,4.6,"266 km SSE of Port Blair, India"
2659,2015-12-16T04:48:19.990Z,12.6843,93.4126,72.62,4.7,"132 km NE of Bamboo Flat, India"
2661,2015-12-15T02:35:15.500Z,23.8301,86.5783,14.79,4.5,"6 km E of Gobindpur, India"
2662,2015-12-13T11:17:29.250Z,24.5749,95.0379,146.62,4.0,"98 km E of W?ngjing, India"
2664,2015-12-11T22:09:40.200Z,29.6312,95.7458,24.84,4.3,"178 km NNE of P?sigh?t, India"
2665,2015-12-09T12:00:19.910Z,10.4689,93.9392,10.0,4.5,"185 km SE of Port Blair, India"
2669,2015-12-05T23:13:32.200Z,18.4361,71.1922,10.0,4.3,"179 km W of Al?b?g, India"
2673,2015-11-29T02:47:52.820Z,31.373,78.7325,35.0,4.1,"76 km NNE of Uttark?shi, India"
2677,2015-11-27T18:58:53.130Z,10.2874,91.622,26.52,4.4,"195 km SW of Port Blair, India"
2683,2015-11-25T16:15:10.640Z,26.4076,92.9745,54.52,4.7,"30 km SE of Tezpur, India"
2689,2015-11-15T23:24:40.040Z,24.7399,94.8163,89.65,4.4,"77 km ENE of W?ngjing, India"
2692,2015-11-15T09:18:57.800Z,13.714,93.5448,47.89,4.5,"240 km NNE of Bamboo Flat, India"
2696,2015-11-13T01:56:21.860Z,24.4982,94.6561,70.68,4.2,"60 km E of W?ngjing, India"
2769,2015-10-31T02:05:19.820Z,26.6982,96.7414,29.65,4.3,"54 km N of Sarupathar, India"
2771,2015-10-29T22:15:56.450Z,24.6819,92.4488,36.31,4.8,"11 km W of Hail?k?ndi, India"
2772,2015-10-28T23:54:49.660Z,24.1002,92.8262,38.49,4.3,"13 km NW of Darlawn, India"
2774,2015-10-27T13:50:48.860Z,24.5022,94.9918,93.35,4.1,"94 km E of W?ngjing, India"
2786,2015-10-17T06:29:39.650Z,24.7157,94.4863,63.02,4.3,"44 km E of Yairipok, India"
2794,2015-10-10T01:48:45.570Z,27.2548,88.8009,48.22,4.3,"20 km ESE of Gangtok, India"
2798,2015-10-08T01:04:21.950Z,31.5958,76.9677,36.04,4.2,"8 km NE of Sundarnagar, India"
2810,2015-09-29T19:05:17.550Z,10.2513,93.803,90.34,4.3,"194 km SE of Port Blair, India"
2813,2015-09-29T09:27:17.090Z,29.996,80.3737,35.0,4.6,"21 km NW of Dh?rchula, India"
2819,2015-09-25T16:57:41.390Z,26.5308,91.6928,48.82,4.4,"11 km NE of Rangia, India"
2820,2015-09-23T04:51:32.590Z,13.0849,92.4507,28.2,4.4,"155 km N of Bamboo Flat, India"
2822,2015-09-22T09:33:46.950Z,12.1895,95.0107,28.09,4.7,"253 km ENE of Port Blair, India"
2828,2015-09-17T18:34:17.230Z,24.5969,94.6668,80.13,4.7,"61 km E of W?ngjing, India"
2830,2015-09-16T11:10:08.400Z,35.3339,78.5062,10.0,4.9,"154 km NNE of Leh, India"
2831,2015-09-15T22:38:31.950Z,35.3587,78.4343,10.0,4.6,"153 km NNE of Leh, India"
2834,2015-09-11T23:56:59.380Z,26.0549,89.5568,18.5,4.0,"13 km SE of D?nh?ta, India"
2839,2015-09-05T05:39:03.450Z,26.1923,92.8261,47.23,4.2,"21 km N of Hoj?i, India"
2840,2015-09-03T20:49:23.600Z,24.5826,94.8224,43.17,4.5,"76 km E of W?ngjing, India"
2841,2015-09-03T17:57:47.570Z,27.3767,75.4937,14.2,4.0,"7 km W of R?ngas, India"
2845,2015-08-31T00:27:50.150Z,35.8299,77.451,76.73,4.3,"116 km NNE of Thang, India"
2847,2015-08-29T16:31:16.400Z,24.8239,95.143,113.11,4.1,"111 km E of Yairipok, India"
2848,2015-08-29T02:05:17.340Z,13.8085,92.9054,28.8,4.2,"234 km N of Bamboo Flat, India"
2851,2015-08-26T18:05:05.270Z,29.6875,95.8334,27.31,4.3,"186 km NNE of P?sigh?t, India"
2858,2015-08-20T19:21:14.810Z,26.0142,90.2598,42.95,3.9,"4 km WSW of Lakhipur, India"
2861,2015-08-16T21:35:31.560Z,13.257,93.6061,110.3,4.5,"197 km NNE of Bamboo Flat, India"
2865,2015-08-15T05:42:20.300Z,27.3759,87.8566,10.0,4.4,"40 km WNW of Gyalshing, India"
2869,2015-08-13T15:51:58.560Z,30.4022,94.8054,32.63,4.1,"211 km NNE of Shi Yomi, India"
2870,2015-08-13T14:56:13.560Z,30.3165,94.9074,32.77,4.2,"204 km NNE of Shi Yomi, India"
2871,2015-08-13T02:00:31.650Z,30.3746,94.8333,38.31,4.7,"209 km NNE of Shi Yomi, India"
2872,2015-08-12T02:44:51.250Z,24.6339,94.8588,42.8,4.5,"80 km E of W?ngjing, India"
2873,2015-08-11T19:13:13.380Z,30.3421,94.8676,35.0,4.9,"206 km NNE of Shi Yomi, India"
2877,2015-08-07T13:52:43.800Z,30.3637,95.0135,34.91,4.5,"212 km NNE of Shi Yomi, India"
2880,2015-08-05T19:15:56.760Z,30.3652,80.3368,10.0,4.1,"60 km NNW of Dh?rchula, India"
2882,2015-08-03T20:47:48.290Z,11.7006,92.3479,30.39,4.7,"40 km W of Bamboo Flat, India"
2884,2015-08-03T00:55:25.230Z,30.3228,94.9657,33.4,4.1,"206 km NNE of Shi Yomi, India"
2885,2015-08-02T05:58:04.620Z,30.3447,94.9251,31.19,4.8,"208 km NNE of Shi Yomi, India"
2888,2015-07-31T07:00:36.230Z,30.2889,95.0443,35.64,4.5,"205 km NNE of Shi Yomi, India"
2889,2015-07-31T03:18:17.940Z,30.3779,94.8784,10.49,4.9,"210 km NNE of Shi Yomi, India"
2890,2015-07-28T21:29:07.560Z,13.1078,92.4848,30.23,4.2,"157 km N of Bamboo Flat, India"
2891,2015-07-28T09:40:50.330Z,30.3325,94.8379,32.15,4.9,"204 km NNE of Shi Yomi, India"
2897,2015-07-22T22:00:35.550Z,30.3434,94.8889,10.0,4.7,"207 km NNE of Shi Yomi, India"
2901,2015-07-21T15:10:20.470Z,30.3416,94.8353,33.88,4.7,"205 km NNE of Shi Yomi, India"
2902,2015-07-21T08:21:37.980Z,24.0249,93.694,59.71,4.2,"34 km S of Chur?ch?ndpur, India"
2903,2015-07-21T04:19:38.070Z,30.3099,95.047,40.39,4.1,"207 km NNE of Shi Yomi, India"
2905,2015-07-20T15:28:44.690Z,30.3218,94.9308,33.65,4.9,"205 km NNE of Shi Yomi, India"
2906,2015-07-18T23:48:08.680Z,30.4476,79.1538,10.0,4.4,"24 km NE of Rudrapray?g, India"
2907,2015-07-18T09:10:39.960Z,30.3823,94.944,35.94,4.1,"212 km NNE of Shi Yomi, India"
2908,2015-07-18T05:41:26.540Z,30.4,94.8689,10.0,5.1,"212 km NNE of Shi Yomi, India"
2914,2015-07-13T11:03:03.810Z,26.4644,96.5118,101.35,4.5,"41 km NW of Sarupathar, India"
2918,2015-07-10T12:53:23.250Z,26.6628,90.5991,19.67,4.3,"20 km N of Bongaigaon, India"
2920,2015-07-10T01:53:14.730Z,27.4318,94.1447,14.66,4.1,"22 km N of North Lakhimpur, India"
2922,2015-07-09T03:30:01.840Z,34.6941,74.1123,63.07,4.2,"55 km NW of Sopur, India"
2927,2015-07-04T23:08:20.420Z,24.7918,95.3332,131.72,4.4,"128 km SE of Phek, India"
2928,2015-07-04T18:41:36.360Z,12.9416,93.2393,48.47,4.5,"148 km NNE of Bamboo Flat, India"
2931,2015-07-03T03:16:35.510Z,11.4234,95.032,8.71,5.5,"250 km E of Port Blair, India"
2932,2015-07-03T02:20:32.030Z,11.4867,94.9322,10.0,4.8,"239 km E of Port Blair, India"
2933,2015-07-03T00:37:45.350Z,13.1543,93.2895,50.79,4.8,"172 km NNE of Bamboo Flat, India"
2937,2015-06-30T15:48:07.630Z,11.1788,94.7854,45.33,4.5,"228 km ESE of Port Blair, India"
2938,2015-06-30T13:15:57.200Z,26.0436,90.7596,42.34,4.0,"19 km SE of Go?lp?ra, India"
2943,2015-06-28T01:05:28.560Z,26.6384,90.41,26.0,5.1,"18 km N of B?sugaon, India"
2955,2015-06-15T19:10:26.830Z,9.7304,93.3507,58.68,4.3,"224 km SSE of Port Blair, India"
2959,2015-06-12T18:29:30.290Z,14.0119,93.5776,48.57,5.2,"272 km NNE of Bamboo Flat, India"
2975,2015-06-01T07:12:08.970Z,26.2683,95.7989,114.83,4.3,"86 km SSE of Khonsa, India"
2985,2015-05-27T07:30:41.910Z,27.3256,84.6635,10.0,4.0,"38 km ENE of R?mnagar, India"
2986,2015-05-26T17:24:13.450Z,24.2488,93.9733,64.58,4.3,"27 km S of Kakching, India"
2989,2015-05-25T15:59:02.060Z,22.1323,93.2059,53.29,4.5,"46 km SSE of Saiha, India"
3003,2015-05-18T16:46:36.840Z,34.1771,73.7435,32.32,4.3,"30 km WNW of Uri, India"
3096,2015-05-08T03:02:32.780Z,13.6955,92.8907,32.32,4.5,"221 km N of Bamboo Flat, India"
3102,2015-05-06T14:45:25.850Z,12.5837,95.1783,18.77,4.4,"283 km ENE of Port Blair, India"
3123,2015-05-01T08:58:41.800Z,10.7112,91.9645,29.31,5.3,"135 km SW of Port Blair, India"
3125,2015-04-30T19:21:18.100Z,26.2401,94.7996,10.0,4.8,"3 km SW of Tuensang, India"
3133,2015-04-29T01:29:52.960Z,13.8314,93.0926,64.87,4.2,"239 km N of Bamboo Flat, India"
3258,2015-04-23T23:58:22.380Z,12.2983,94.9874,34.43,4.9,"253 km ENE of Port Blair, India"
3261,2015-04-21T00:17:28.930Z,14.1208,92.9493,27.07,5.1,"269 km N of Bamboo Flat, India"
3262,2015-04-18T17:22:28.990Z,10.6798,93.2625,101.08,4.2,"122 km SSE of Port Blair, India"
3263,2015-04-16T22:05:49.650Z,26.7924,92.7714,35.0,4.8,"11 km ESE of Rang?p?ra, India"
3266,2015-04-14T22:01:59.150Z,10.8469,93.8077,138.56,4.1,"147 km SE of Port Blair, India"
3267,2015-04-13T05:55:04.530Z,13.7526,93.8242,35.0,4.3,"256 km NNE of Bamboo Flat, India"
3269,2015-04-09T22:49:42.590Z,14.0702,92.8474,27.94,5.1,"262 km N of Bamboo Flat, India"
3272,2015-04-03T12:45:21.710Z,10.5197,93.3413,104.21,4.6,"142 km SSE of Port Blair, India"
3275,2015-04-01T21:23:54.400Z,30.3521,79.5107,10.0,4.9,"11 km SE of P?palkoti, India"
3277,2015-03-27T18:51:49.170Z,9.891,93.3838,89.84,4.9,"208 km SSE of Port Blair, India"
3280,2015-03-25T10:13:10.700Z,13.474,91.9212,29.3,4.3,"214 km NNW of Bamboo Flat, India"
3283,2015-03-17T15:28:39.650Z,24.3192,94.6817,98.9,4.3,"69 km ESE of W?ngjing, India"
3284,2015-03-13T04:17:24.150Z,9.9915,93.4516,88.33,4.1,"200 km SSE of Port Blair, India"
3285,2015-03-10T17:52:02.220Z,35.6511,76.82,39.2,4.1,"80 km N of Thang, India"
3286,2015-03-08T15:43:47.220Z,13.4596,92.7483,40.08,4.6,"194 km N of Bamboo Flat, India"
3291,2015-03-02T20:51:54.570Z,35.6466,76.799,10.0,4.5,"79 km N of Thang, India"
3301,2015-02-23T06:36:34.870Z,25.7707,95.1743,94.12,4.4,"65 km SSE of Tuensang, India"
3302,2015-02-23T06:32:07.690Z,10.8233,92.0612,29.72,4.5,"119 km SW of Port Blair, India"
3303,2015-02-19T09:18:19.650Z,26.5563,96.7339,56.84,4.0,"39 km N of Sarupathar, India"
3304,2015-02-16T05:31:15.360Z,25.1347,95.3089,35.0,4.0,"100 km SE of Phek, India"
3305,2015-02-15T20:51:40.490Z,9.9607,91.7393,35.0,4.0,"218 km SSW of Port Blair, India"
3306,2015-02-15T14:14:20.990Z,34.4283,76.2031,48.05,4.7,"15 km SSE of Kargil, India"
3307,2015-02-14T00:44:36.430Z,31.3449,80.3877,32.72,4.2,"117 km NE of Josh?math, India"
3308,2015-02-13T22:21:52.220Z,31.215,80.3855,29.91,4.1,"107 km NE of Josh?math, India"
3309,2015-02-12T15:33:50.100Z,23.7765,93.7186,54.61,4.4,"61 km S of Chur?ch?ndpur, India"
3310,2015-02-12T14:33:07.830Z,23.9982,93.923,65.84,4.8,"45 km SE of Chur?ch?ndpur, India"
3311,2015-02-11T03:30:11.780Z,13.2332,92.3474,20.15,5.1,"174 km NNW of Bamboo Flat, India"
3312,2015-02-09T14:13:06.360Z,10.1025,92.9256,43.86,4.7,"174 km S of Port Blair, India"
3317,2015-02-01T16:00:48.230Z,26.4166,93.3551,45.22,4.2,"34 km SW of Bok?kh?t, India"
3320,2015-01-30T06:37:34.860Z,12.5865,95.2811,10.0,4.2,"294 km ENE of Port Blair, India"
3323,2015-01-26T18:29:23.530Z,12.3316,92.7859,29.61,4.4,"70 km N of Bamboo Flat, India"
3324,2015-01-24T16:11:42.660Z,25.0231,95.1923,120.19,4.7,"99 km SE of Phek, India"
3325,2015-01-23T00:29:41.070Z,12.4886,92.8765,33.17,4.2,"88 km NNE of Bamboo Flat, India"
3330,2015-01-18T13:09:51.220Z,26.0195,95.5982,78.99,4.2,"82 km ESE of Tuensang, India"
3332,2015-01-15T01:33:04.600Z,22.6215,92.6144,50.37,4.3,"32 km SSW of Lunglei, India"
3333,2015-01-10T13:06:35.640Z,10.9378,93.5415,123.96,4.6,"118 km SE of Port Blair, India"
3336,2015-01-05T15:39:33.240Z,24.257,93.6863,61.69,4.2,"8 km S of Chur?ch?ndpur, India"
3338,2014-12-31T16:12:02.950Z,21.9688,93.3698,57.44,4.5,"70 km SE of Saiha, India"
3339,2014-12-29T17:26:57.600Z,26.2946,91.6204,45.02,4.0,"10 km ENE of H?jo, India"
3349,2014-12-22T23:24:48.140Z,22.4184,93.0824,48.25,4.4,"13 km SE of Saiha, India"
3361,2014-12-11T19:27:36.410Z,24.405,94.5261,79.9,4.7,"51 km ESE of W?ngjing, India"
3363,2014-12-10T14:44:46.300Z,24.401,94.5466,84.1,4.2,"53 km ESE of W?ngjing, India"
3364,2014-12-08T05:39:01.540Z,11.8283,93.5972,126.47,4.5,"94 km E of Port Blair, India"
3367,2014-12-04T23:53:51.870Z,26.886,92.6206,53.1,4.6,"7 km NW of Rang?p?ra, India"
3368,2014-11-30T02:51:12.240Z,35.696,78.0392,10.0,4.0,"141 km NE of Thang, India"
3369,2014-11-29T18:01:01.570Z,11.1086,93.6105,128.58,4.6,"112 km ESE of Port Blair, India"
3370,2014-11-28T01:18:45.610Z,12.5135,92.7957,43.76,5.3,"90 km N of Bamboo Flat, India"
3379,2014-11-23T10:45:27.990Z,23.8065,93.7677,65.96,4.5,"59 km S of Chur?ch?ndpur, India"
3381,2014-11-21T22:45:36.370Z,34.4008,79.0039,36.66,4.3,"133 km E of Leh, India"
3382,2014-11-21T16:11:16.370Z,23.5043,93.5255,67.72,4.6,"42 km ENE of Khawhai, India"
3383,2014-11-20T22:45:24.230Z,23.4809,93.4722,63.57,4.1,"36 km ENE of Khawhai, India"
3384,2014-11-20T18:14:37.790Z,23.5081,93.5148,49.0,5.6,"42 km ENE of Khawhai, India"
3387,2014-11-18T15:55:32.580Z,32.9378,76.059,60.82,4.3,"32 km E of Bhadarw?h, India"
3392,2014-11-17T08:59:44.000Z,35.359,77.1167,35.0,4.4,"56 km NNE of Thang, India"
3398,2014-11-16T20:33:34.210Z,24.0419,93.581,60.62,4.3,"33 km SSW of Chur?ch?ndpur, India"
3401,2014-11-13T21:29:29.760Z,24.8093,95.2728,129.63,4.4,"122 km SE of Phek, India"
3419,2014-11-08T18:19:39.990Z,24.8744,94.866,87.48,4.8,"85 km ENE of Yairipok, India"
3440,2014-11-02T05:41:04.300Z,26.7052,94.045,57.37,4.3,"7 km E of Dergaon, India"
3457,2014-10-24T05:56:45.470Z,27.8491,91.8364,10.0,4.3,"31 km NNW of Tawang, India"
3459,2014-10-24T00:05:26.880Z,23.9814,93.9631,69.37,4.6,"49 km SE of Chur?ch?ndpur, India"
3473,2014-10-17T09:44:50.750Z,27.1694,97.0744,10.0,4.7,"109 km NNE of Sarupathar, India"
3483,2014-10-12T03:32:46.310Z,12.8728,93.8655,136.26,4.9,"180 km NE of Bamboo Flat, India"
3486,2014-10-11T08:13:37.870Z,34.3887,79.2005,35.0,4.5,"150 km E of Leh, India"
3489,2014-10-10T21:49:37.690Z,34.3271,79.1521,45.27,4.0,"145 km E of Leh, India"
3494,2014-10-09T01:41:20.090Z,14.0353,93.0968,32.52,4.4,"261 km N of Bamboo Flat, India"
3498,2014-10-08T00:22:53.570Z,10.8841,92.7316,49.34,4.0,"86 km S of Port Blair, India"
3499,2014-10-06T14:10:21.210Z,14.2611,93.1258,35.18,4.6,"286 km N of Bamboo Flat, India"
3500,2014-10-03T03:48:44.910Z,10.5141,92.0977,30.65,4.3,"145 km SSW of Port Blair, India"
3507,2014-09-26T04:21:24.080Z,12.5193,95.2254,20.22,5.5,"285 km ENE of Port Blair, India"
3509,2014-09-24T00:59:17.040Z,14.0956,93.1949,40.58,4.3,"270 km N of Bamboo Flat, India"
3511,2014-09-22T20:49:10.820Z,34.2939,73.9193,26.73,4.7,"26 km NNW of Uri, India"
3512,2014-09-21T06:31:20.640Z,29.8636,95.3383,24.81,4.0,"175 km NNE of Shi Yomi, India"
3513,2014-09-21T01:46:09.280Z,29.8495,95.2495,26.68,4.1,"169 km NNE of Shi Yomi, India"
