index,time,latitude,longitude,depth,mag,place
1429,2019-07-24T19:17:11.840Z,32.7286,76.3907,10.0,4.2,"31 km NE of Chamba, India"
1430,2019-07-24T10:31:13.522Z,24.8601,95.1097,120.67,4.0,"108 km SE of Phek, India"
1431,2019-07-23T06:56:57.384Z,28.8184,95.9771,10.0,4.5,"99 km NW of Hayuliang, India"
1432,2019-07-19T22:54:24.714Z,27.7365,92.8044,10.0,4.9,"64 km NE of Bomdila, India"
1433,2019-07-19T09:52:01.986Z,27.7047,92.7236,10.0,4.7,"57 km NNE of Bomdila, India"
1434,2019-07-19T09:22:15.514Z,27.7188,92.8302,15.0,5.5,"64 km NE of Bomdila, India"
1436,2019-07-17T16:55:35.141Z,11.8122,94.8487,10.0,4.9,"229 km E of Port Blair, India"
1439,2019-07-13T15:08:59.172Z,24.9048,94.6999,71.28,4.3,"70 km ENE of Yairipok, India"
1447,2019-07-03T05:57:40.112Z,24.9278,94.9219,112.02,4.5,"92 km SSE of Phek, India"
1448,2019-07-02T00:08:32.929Z,27.7834,94.8947,10.0,4.4,"26 km NE of Silapathar, India"
1452,2019-06-23T02:35:10.239Z,9.9478,93.881,10.0,4.3,"226 km SSE of Port Blair, India"
1453,2019-06-21T16:42:25.085Z,25.812,95.8922,132.99,4.2,"101 km WSW of Sarupathar, India"
1454,2019-06-20T02:17:06.749Z,17.1576,73.7769,10.0,4.3,"26 km S of Koynanagar, India"
1457,2019-06-17T22:19:59.453Z,12.1229,92.709,30.0,4.9,"46 km N of Bamboo Flat, India"
1463,2019-06-05T17:01:12.400Z,24.537,72.7357,10.0,4.0,"6 km SSE of ?bu, India"
1464,2019-06-04T13:27:33.983Z,25.0414,94.8689,65.32,4.6,"78 km SSE of Phek, India"
1468,2019-05-26T05:09:10.629Z,23.2123,86.8925,10.0,4.7,"18 km W of B?nkura, India"
1475,2019-05-24T23:19:53.388Z,10.8163,91.6187,10.0,4.7,"154 km SW of Bamboo Flat, India"
1476,2019-05-24T21:23:34.749Z,13.8733,92.9509,10.0,5.0,"241 km N of Bamboo Flat, India"
1477,2019-05-24T20:44:35.249Z,10.6433,91.4323,10.0,4.2,"182 km SW of Bamboo Flat, India"
1478,2019-05-22T12:55:53.738Z,25.0456,95.2138,95.78,4.4,"99 km SE of Phek, India"
1479,2019-05-22T00:39:34.963Z,13.8921,92.9916,29.0,5.6,"244 km N of Bamboo Flat, India"
1493,2019-05-07T08:24:12.464Z,10.737,93.5702,77.47,4.6,"136 km SE of Port Blair, India"
1494,2019-05-06T14:53:18.268Z,12.5345,93.2991,86.56,4.4,"111 km NE of Bamboo Flat, India"
1496,2019-05-04T11:04:01.133Z,26.2288,95.7216,85.93,5.2,"86 km SE of Mon, India"
1504,2019-04-27T06:27:02.999Z,26.4403,93.0258,43.81,4.6,"31 km SE of Tezpur, India"
1506,2019-04-25T18:50:52.865Z,10.9578,91.7043,10.0,4.2,"137 km SW of Bamboo Flat, India"
1509,2019-04-23T20:15:50.777Z,28.4073,94.5605,14.0,5.9,"22 km SE of Shi Yomi, India"
1515,2019-04-15T13:33:49.328Z,12.4345,93.5064,105.87,4.2,"118 km NE of Bamboo Flat, India"
1522,2019-04-13T23:02:50.523Z,14.069,93.1441,10.0,4.5,"266 km N of Bamboo Flat, India"
1530,2019-04-12T11:23:00.001Z,11.8466,92.8676,48.25,4.7,"23 km NE of Bamboo Flat, India"
1532,2019-04-12T01:56:59.713Z,10.5622,93.7769,10.0,4.2,"166 km SE of Port Blair, India"
1545,2019-04-04T07:45:30.378Z,25.4467,94.4235,61.78,5.1,"25 km SSW of Phek, India"
1608,2019-03-31T06:42:20.572Z,25.3484,95.5572,125.53,4.1,"111 km ESE of Phek, India"
1609,2019-03-28T03:08:13.487Z,11.1534,95.1558,10.0,5.2,"268 km ESE of Port Blair, India"
1615,2019-03-25T12:41:25.406Z,24.3186,93.5079,56.65,4.6,"16 km W of Chur?ch?ndpur, India"
1619,2019-03-23T11:34:01.596Z,13.9762,93.1001,10.0,4.9,"255 km N of Bamboo Flat, India"
1620,2019-03-23T11:29:27.136Z,14.1145,93.0433,10.0,5.2,"269 km N of Bamboo Flat, India"
1622,2019-03-21T14:30:52.863Z,25.6452,90.9083,10.0,4.4,"38 km WNW of Nongstoin, India"
1629,2019-03-16T23:41:28.160Z,27.4854,76.867,10.0,4.0,"13 km W of Govindgarh, India"
1634,2019-03-14T15:17:36.774Z,26.1211,96.9489,45.71,4.3,"16 km SE of Sarupathar, India"
1636,2019-03-11T01:14:29.020Z,11.8129,93.6513,115.85,4.5,"99 km E of Port Blair, India"
1637,2019-03-10T13:20:06.945Z,9.9158,92.8115,35.0,4.7,"193 km S of Port Blair, India"
1642,2019-03-05T15:34:04.070Z,26.5453,98.3488,10.69,4.1,"158 km ENE of Sarupathar, India"
1646,2019-03-01T05:44:26.440Z,20.2344,72.8943,10.0,4.0,"11 km WSW of Silvassa, India"
1651,2019-02-24T17:12:11.420Z,10.2536,93.7785,10.0,4.3,"192 km SE of Port Blair, India"
1654,2019-02-20T02:29:34.520Z,29.3387,77.3166,10.0,4.0,"4 km ENE of K?ndhla, India"
1655,2019-02-17T22:53:30.280Z,33.4367,76.7294,23.88,4.5,"14 km WSW of Padam, India"
1657,2019-02-17T02:58:32.530Z,22.4139,92.8472,10.0,4.8,"16 km WSW of Saiha, India"
1658,2019-02-15T22:11:33.610Z,25.5862,95.6268,48.48,4.1,"110 km SE of Tuensang, India"
1659,2019-02-12T20:21:21.610Z,13.4538,91.7532,10.0,4.4,"220 km NNW of Bamboo Flat, India"
1661,2019-02-10T03:22:05.370Z,27.3345,96.3645,10.0,5.0,"68 km SSE of Tezu, India"
1663,2019-02-07T08:49:37.010Z,26.0047,96.8478,10.0,4.3,"22 km S of Sarupathar, India"
1667,2019-02-05T21:11:27.890Z,35.0109,74.2087,10.0,4.0,"76 km NNW of Bandipura, India"
1668,2019-02-05T16:47:06.750Z,35.103,74.1694,20.67,5.2,"87 km NNW of Bandipura, India"
1670,2019-02-03T17:20:45.350Z,24.5236,93.8824,66.28,4.5,"9 km S of May?ng Imph?l, India"
1671,2019-02-02T17:32:35.330Z,25.2277,95.2123,101.16,4.1,"86 km SE of Phek, India"
1675,2019-01-27T23:45:56.850Z,24.4032,94.0239,65.34,4.7,"11 km SSE of Kakching, India"
1676,2019-01-27T04:49:20.490Z,24.8046,94.3026,67.97,4.7,"29 km ENE of Yairipok, India"
1677,2019-01-25T17:07:08.510Z,24.3098,93.8919,55.87,4.6,"22 km E of Chur?ch?ndpur, India"
1683,2019-01-18T13:19:39.040Z,14.0245,92.9974,10.0,4.5,"258 km N of Bamboo Flat, India"
1688,2019-01-11T14:46:33.830Z,13.0839,91.6733,10.0,4.4,"190 km NW of Bamboo Flat, India"
1689,2019-01-10T02:52:04.640Z,34.3645,78.2373,34.51,4.6,"64 km ENE of Leh, India"
1693,2019-01-06T23:10:42.200Z,34.2031,78.0505,10.0,4.3,"43 km E of Leh, India"
1694,2019-01-03T14:03:44.980Z,11.7558,93.3604,111.1,4.5,"67 km E of Port Blair, India"
1699,2018-12-27T16:46:09.310Z,12.8155,93.5007,75.11,4.4,"150 km NE of Bamboo Flat, India"
1704,2018-12-23T20:32:19.670Z,26.4496,96.6002,115.7,4.7,"34 km NW of Sarupathar, India"
1708,2018-12-23T11:21:00.090Z,27.4151,96.382,10.0,4.3,"60 km SSE of Tezu, India"
1719,2018-12-04T09:44:47.480Z,24.5152,94.8152,10.0,4.5,"76 km E of W?ngjing, India"
1721,2018-12-01T15:07:26.550Z,28.0036,92.6174,10.0,4.8,"83 km NE of Tawang, India"
1724,2018-11-28T10:17:06.970Z,27.1986,96.9185,11.0,5.4,"103 km SSE of Hayuliang, India"
1726,2018-11-24T21:03:22.310Z,27.3188,97.1847,10.0,4.3,"104 km SE of Hayuliang, India"
1743,2018-11-10T17:15:46.730Z,23.9724,93.3925,52.39,5.2,"47 km E of Darlawn, India"
1746,2018-11-06T22:50:42.150Z,24.3823,94.3399,64.34,4.2,"36 km SE of W?ngjing, India"
1751,2018-11-02T10:31:55.700Z,29.964,95.158,10.0,4.3,"176 km NNE of Shi Yomi, India"
1756,2018-10-29T16:02:48.200Z,34.0313,77.9427,10.0,4.1,"36 km ESE of Leh, India"
1757,2018-10-29T14:56:47.190Z,34.3492,78.1903,10.0,4.5,"59 km ENE of Leh, India"
1758,2018-10-29T14:43:35.790Z,34.2342,78.1243,10.0,4.9,"50 km E of Leh, India"
1759,2018-10-29T06:27:55.360Z,34.2929,78.0838,10.0,4.6,"48 km ENE of Leh, India"
1762,2018-10-26T20:49:52.280Z,24.6818,95.1058,120.42,4.3,"105 km E of W?ngjing, India"
1784,2018-10-03T04:09:41.220Z,9.3012,93.8022,54.7,4.6,"285 km SSE of Port Blair, India"
1786,2018-10-01T13:24:44.800Z,12.9046,92.2347,25.65,5.1,"143 km NNW of Bamboo Flat, India"
1788,2018-09-29T08:18:00.730Z,10.4733,91.652,10.0,4.1,"178 km SW of Port Blair, India"
1790,2018-09-27T21:13:19.900Z,34.2169,80.6903,10.0,5.0,"286 km E of Leh, India"
1791,2018-09-27T13:35:47.410Z,25.777,95.0062,80.14,4.2,"52 km ENE of Phek, India"
1793,2018-09-25T20:51:04.790Z,24.2458,93.913,57.72,4.2,"26 km ESE of Chur?ch?ndpur, India"
1794,2018-09-25T03:47:30.020Z,26.0547,90.8859,10.0,4.4,"29 km ESE of Go?lp?ra, India"
1800,2018-09-12T04:50:46.570Z,26.3711,90.1611,10.0,5.3,"5 km NE of Sapatgr?m, India"
1801,2018-09-11T12:05:41.830Z,33.6364,76.2087,35.0,4.4,"54 km NE of Kishtw?r, India"
1803,2018-09-10T00:58:05.880Z,28.8193,76.8395,10.0,3.6,"7 km NE of Kheri S?mpla, India"
1804,2018-09-09T11:07:02.910Z,28.6531,76.8101,10.0,4.6,"13 km WSW of Bah?durgarh, India"
1806,2018-09-01T19:19:46.550Z,24.7558,95.3651,149.33,4.6,"132 km E of W?ngjing, India"
1807,2018-09-01T18:09:55.250Z,23.4903,82.446,10.0,4.7,"27 km NNW of Baikunthpur, India"
1812,2018-08-28T13:03:27.670Z,22.6926,87.7938,10.0,4.5,"6 km ENE of Gh?t?l, India"
1813,2018-08-24T12:18:07.220Z,10.7028,91.5787,10.0,4.6,"166 km SW of Bamboo Flat, India"
1814,2018-08-24T11:29:32.600Z,10.9995,91.5782,10.0,4.4,"146 km WSW of Bamboo Flat, India"
1815,2018-08-24T10:49:27.510Z,10.5407,91.7115,10.0,5.5,"168 km SW of Port Blair, India"
1819,2018-08-18T12:03:49.520Z,24.6758,94.7739,85.0,4.5,"72 km E of W?ngjing, India"
1820,2018-08-17T19:04:19.520Z,25.6357,90.9299,10.0,3.8,"36 km WNW of Nongstoin, India"
1825,2018-08-13T16:07:11.430Z,14.0665,93.2233,30.48,4.9,"267 km NNE of Bamboo Flat, India"
1840,2018-07-28T00:49:16.440Z,24.9529,95.2068,143.19,4.0,"106 km SE of Phek, India"
1842,2018-07-21T19:37:46.500Z,34.3623,73.9968,43.84,4.2,"31 km N of Uri, India"
1843,2018-07-21T09:19:36.900Z,34.2911,74.0789,40.06,4.5,"23 km N of Uri, India"
1845,2018-07-17T14:42:22.060Z,10.9238,91.8114,10.0,4.6,"130 km SW of Bamboo Flat, India"
1849,2018-07-10T07:36:30.940Z,12.9343,93.4058,79.64,4.5,"155 km NNE of Bamboo Flat, India"
1853,2018-07-08T04:13:25.170Z,27.7857,76.207,10.0,3.6,"9 km N of Kotputli, India"
1857,2018-07-04T17:54:56.190Z,11.3442,93.0558,97.52,4.0,"49 km SE of Port Blair, India"
1859,2018-07-04T07:12:49.940Z,13.1648,92.4982,27.4,4.8,"163 km N of Bamboo Flat, India"
1860,2018-07-03T23:55:23.540Z,13.276,93.5947,74.65,4.4,"198 km NNE of Bamboo Flat, India"
1863,2018-07-01T10:07:02.900Z,29.0928,76.9296,10.0,4.5,"13 km NW of Son?pat, India"
1864,2018-06-28T19:03:21.900Z,14.0705,92.8391,27.05,4.4,"262 km N of Bamboo Flat, India"
1873,2018-06-21T03:31:23.360Z,23.927,93.8741,59.13,4.6,"49 km SSE of Chur?ch?ndpur, India"
1874,2018-06-20T19:04:15.790Z,10.1921,93.0909,70.72,4.5,"167 km SSE of Port Blair, India"
1875,2018-06-20T07:44:26.920Z,24.6071,94.3727,67.38,4.5,"31 km E of W?ngjing, India"
1882,2018-06-17T15:07:37.130Z,27.4201,88.4739,49.76,4.4,"11 km SSW of Mangan, India"
1886,2018-06-16T22:06:35.230Z,31.7248,77.6864,10.0,3.2,"25 km NNW of Sar?han, India"
1887,2018-06-14T10:15:49.470Z,32.5602,76.3615,10.0,4.5,"22 km E of Chamba, India"
1888,2018-06-14T00:42:07.560Z,30.8612,78.2815,10.0,4.4,"9 km NE of Barkot, India"
1889,2018-06-12T13:08:45.390Z,26.3289,96.4714,116.86,4.2,"36 km WNW of Sarupathar, India"
1890,2018-06-11T04:53:50.390Z,26.3263,92.6686,47.34,4.9,"18 km NE of Rah?, India"
1891,2018-06-10T22:38:27.380Z,13.5505,92.9769,22.79,4.5,"206 km N of Bamboo Flat, India"
1893,2018-06-07T06:51:17.700Z,34.2276,78.0514,10.0,4.4,"43 km E of Leh, India"
1896,2018-06-06T17:41:24.020Z,30.7553,78.9228,10.0,4.5,"45 km E of Uttark?shi, India"
1898,2018-06-05T16:33:54.700Z,24.5969,95.1002,110.91,4.8,"104 km E of W?ngjing, India"
1900,2018-06-02T05:46:07.210Z,27.1823,96.9851,38.89,4.9,"107 km SSE of Hayuliang, India"
1905,2018-05-28T02:00:00.470Z,9.5212,93.4269,88.88,5.2,"248 km SSE of Port Blair, India"
1907,2018-05-25T20:25:46.260Z,26.3926,93.5059,49.17,4.0,"29 km SSW of Bok?kh?t, India"
1908,2018-05-25T17:41:54.090Z,10.8902,93.6517,140.2,4.7,"130 km SE of Port Blair, India"
1909,2018-05-25T12:43:55.610Z,26.4604,94.3715,59.43,4.4,"20 km NW of Mokokch?ng, India"
1913,2018-05-21T10:51:02.750Z,31.7412,78.4799,10.0,4.5,"69 km ENE of Sar?han, India"
1928,2018-05-06T07:46:55.300Z,32.8791,76.1241,41.61,4.1,"35 km N of Chamba, India"
1935,2018-04-27T10:46:56.800Z,23.9282,93.854,61.81,4.4,"48 km SSE of Chur?ch?ndpur, India"
1940,2018-04-24T01:15:43.610Z,11.0716,93.5682,97.56,4.4,"111 km SE of Port Blair, India"
1941,2018-04-23T18:01:26.520Z,13.1779,92.3513,26.74,4.9,"168 km NNW of Bamboo Flat, India"
1947,2018-04-20T08:28:01.480Z,25.2066,95.4783,147.11,4.3,"110 km ESE of Phek, India"
1949,2018-04-19T22:52:37.900Z,31.2589,80.4048,29.83,4.0,"111 km NE of Josh?math, India"
1957,2018-04-10T14:14:20.670Z,24.1313,82.5522,10.0,4.6,"14 km WSW of Singrauli, India"
1960,2018-04-09T23:11:38.070Z,13.8976,92.8286,28.81,4.0,"243 km N of Bamboo Flat, India"
1963,2018-04-04T15:21:23.500Z,24.8388,95.3185,126.84,4.6,"123 km SE of Phek, India"
1964,2018-04-03T16:59:30.030Z,29.8972,95.0012,25.59,4.1,"163 km NNE of Shi Yomi, India"
1965,2018-04-02T11:42:10.860Z,26.4448,96.9676,10.0,4.9,"30 km NNE of Sarupathar, India"
1968,2018-03-30T22:33:27.350Z,22.1644,92.8036,32.09,4.1,"40 km SSW of Saiha, India"
1971,2018-03-28T22:33:05.980Z,23.1716,70.4448,10.0,4.2,"17 km SE of Bhach?u, India"
1973,2018-03-21T22:58:23.210Z,26.3137,89.9018,10.0,4.0,"15 km SSW of Goshaingaon, India"
1978,2018-03-16T19:58:33.840Z,12.5671,93.7551,109.07,4.3,"148 km NE of Bamboo Flat, India"
1979,2018-03-15T17:07:05.630Z,11.9132,92.2633,42.36,4.3,"54 km WNW of Bamboo Flat, India"
1981,2018-03-15T14:53:24.170Z,33.0311,76.0989,39.8,4.5,"36 km E of Bhadarw?h, India"
1983,2018-03-15T02:26:05.630Z,24.4242,93.5687,55.55,4.5,"14 km NW of Chur?ch?ndpur, India"
1991,2018-03-06T03:06:51.920Z,13.9008,92.8633,29.63,4.1,"243 km N of Bamboo Flat, India"
2004,2018-02-15T03:28:07.070Z,28.3621,97.5473,15.08,4.2,"103 km ENE of Hayuliang, India"
2007,2018-02-13T02:39:51.940Z,12.3508,93.1579,57.51,5.2,"86 km NE of Bamboo Flat, India"
2028,2018-01-20T01:14:27.260Z,26.1323,89.8746,11.47,4.5,"6 km ENE of Golakganj, India"
2029,2018-01-18T02:03:30.260Z,25.2304,95.0332,83.69,4.5,"72 km SE of Phek, India"
2033,2018-01-16T11:23:02.330Z,24.5799,94.9415,101.42,4.0,"88 km E of W?ngjing, India"
2035,2018-01-14T15:48:09.590Z,12.1779,92.4336,32.95,4.7,"61 km NNW of Bamboo Flat, India"
2041,2018-01-12T07:29:48.870Z,24.9159,95.2518,128.71,4.3,"112 km SE of Phek, India"
2052,2018-01-07T06:47:15.780Z,24.7382,94.9055,33.0,5.6,"86 km E of W?ngjing, India"
2060,2017-12-29T16:19:14.310Z,26.6901,96.1232,76.88,4.7,"66 km ESE of Khonsa, India"
2064,2017-12-25T23:51:21.620Z,34.2442,73.8406,10.0,4.2,"26 km NW of Uri, India"
2068,2017-12-22T15:58:49.710Z,10.0394,93.0186,33.89,4.8,"182 km S of Port Blair, India"
2069,2017-12-19T17:40:55.590Z,29.964,95.0865,27.66,5.1,"173 km NNE of Shi Yomi, India"
2070,2017-12-19T13:23:32.100Z,9.7595,93.5468,15.89,4.9,"228 km SSE of Port Blair, India"
2072,2017-12-17T06:20:41.840Z,27.6391,94.2556,15.94,4.6,"36 km WNW of Dhem?ji, India"
2074,2017-12-11T16:49:48.970Z,11.8055,93.8373,136.55,4.6,"119 km E of Port Blair, India"
2075,2017-12-11T03:35:13.720Z,25.725,90.8605,10.0,4.6,"46 km WNW of Nongstoin, India"
2076,2017-12-10T22:58:55.730Z,34.3183,78.5677,35.55,4.6,"92 km E of Leh, India"
2077,2017-12-10T21:37:05.140Z,29.9322,95.0733,24.12,4.5,"169 km NNE of Shi Yomi, India"
2078,2017-12-09T11:02:34.040Z,25.6097,96.3486,10.0,4.4,"80 km SW of Sarupathar, India"
2079,2017-12-09T10:43:07.020Z,33.4204,76.9149,20.3,4.7,"5 km SSE of Padam, India"
2081,2017-12-06T23:29:03.790Z,35.7238,77.5618,74.3,5.2,"112 km NE of Thang, India"
2082,2017-12-06T15:19:49.970Z,30.6339,79.1601,10.0,5.1,"34 km NW of P?palkoti, India"
2083,2017-12-05T15:50:58.340Z,24.5413,94.6672,80.12,4.3,"61 km E of W?ngjing, India"
2084,2017-12-05T02:24:15.820Z,26.609,96.3627,89.32,4.2,"63 km NW of Sarupathar, India"
2086,2017-12-02T23:43:44.930Z,27.2856,88.0806,10.0,4.2,"17 km W of Gyalshing, India"
2087,2017-12-02T19:36:18.430Z,12.1948,95.085,10.0,4.4,"261 km ENE of Port Blair, India"
2090,2017-11-23T07:13:47.230Z,29.9261,95.1799,10.0,4.7,"173 km NNE of Shi Yomi, India"
2091,2017-11-23T02:59:45.380Z,29.8252,95.2012,10.0,4.1,"164 km NNE of Shi Yomi, India"
2092,2017-11-23T02:14:16.930Z,29.8244,95.2161,26.27,4.5,"165 km NNE of Shi Yomi, India"
2096,2017-11-19T08:52:24.170Z,29.9471,95.4494,10.0,4.1,"188 km NE of Shi Yomi, India"
2097,2017-11-18T21:24:49.880Z,29.8332,95.0334,10.0,4.4,"158 km NNE of Shi Yomi, India"
2098,2017-11-18T05:59:44.980Z,30.0082,95.0046,10.0,4.2,"174 km NNE of Shi Yomi, India"
2099,2017-11-18T03:36:06.040Z,29.968,95.2211,10.0,4.2,"179 km NNE of Shi Yomi, India"
2100,2017-11-18T02:13:40.430Z,30.063,95.1719,10.0,4.1,"186 km NNE of Shi Yomi, India"
2101,2017-11-18T00:32:01.910Z,29.9311,94.8843,10.0,5.1,"163 km NNE of Shi Yomi, India"
2102,2017-11-17T22:34:19.450Z,29.8333,94.9838,8.0,6.4,"156 km NNE of Shi Yomi, India"
2105,2017-11-13T13:41:53.790Z,9.8714,93.1863,7.29,4.3,"204 km SSE of Port Blair, India"
2108,2017-11-08T04:50:51.960Z,24.0923,91.2855,29.51,4.9,"28 km N of Agartala, India"
2115,2017-10-27T02:37:45.580Z,31.9508,77.4341,14.96,4.1,"30 km E of Kulu, India"
2116,2017-10-25T18:20:47.790Z,13.7225,92.9359,32.74,4.7,"225 km N of Bamboo Flat, India"
2118,2017-10-19T01:10:25.000Z,33.5105,76.2599,32.12,4.6,"50 km ENE of Kishtw?r, India"
2124,2017-10-10T14:42:26.530Z,13.032,93.3537,52.75,4.6,"162 km NNE of Bamboo Flat, India"
2125,2017-10-09T19:32:39.030Z,12.9368,92.4082,32.5,4.5,"140 km NNW of Bamboo Flat, India"
2126,2017-10-06T20:59:02.460Z,11.0125,94.7724,38.49,4.1,"232 km ESE of Port Blair, India"
2128,2017-10-06T14:00:31.480Z,11.9798,95.0763,10.08,5.0,"256 km E of Port Blair, India"
2131,2017-10-03T13:48:34.400Z,25.0388,94.7337,77.48,4.5,"73 km SSE of Phek, India"
2132,2017-10-02T23:31:42.640Z,12.8626,91.8995,27.25,4.7,"156 km NW of Bamboo Flat, India"
2134,2017-10-01T14:35:36.080Z,12.8898,92.3055,29.1,4.5,"139 km NNW of Bamboo Flat, India"
2135,2017-10-01T12:49:04.640Z,12.7773,91.8903,28.55,4.6,"149 km NW of Bamboo Flat, India"
2136,2017-10-01T12:18:17.300Z,28.6799,96.3197,34.7,4.0,"70 km NNW of Hayuliang, India"
2138,2017-09-25T20:27:11.320Z,13.0038,92.9286,32.08,4.2,"146 km N of Bamboo Flat, India"
2139,2017-09-23T00:14:11.480Z,34.2131,74.5944,35.0,4.6,"5 km WSW of Sumbal, India"
2140,2017-09-21T16:34:33.230Z,24.9962,94.8861,84.2,4.4,"83 km SSE of Phek, India"
2142,2017-09-17T14:48:11.340Z,12.8183,92.0967,26.18,5.0,"140 km NNW of Bamboo Flat, India"
2143,2017-09-17T10:27:11.790Z,12.7773,92.0628,33.35,4.5,"138 km NNW of Bamboo Flat, India"
2144,2017-09-15T22:37:56.230Z,12.8855,91.8312,28.17,4.5,"162 km NW of Bamboo Flat, India"
2146,2017-09-11T16:44:54.180Z,11.1912,93.763,135.46,4.4,"122 km ESE of Port Blair, India"
2150,2017-09-07T14:32:03.630Z,25.275,90.2279,36.67,4.1,"26 km S of Tura, India"
2151,2017-09-06T00:10:55.750Z,10.2437,93.1611,83.98,5.0,"163 km SSE of Port Blair, India"
2154,2017-09-03T06:52:17.790Z,9.2814,93.1142,60.53,4.9,"266 km S of Port Blair, India"
2165,2017-08-21T01:14:35.080Z,30.4658,94.704,10.0,4.6,"216 km N of Shi Yomi, India"
2166,2017-08-21T01:12:14.320Z,30.3667,94.9281,10.0,4.9,"210 km NNE of Shi Yomi, India"
2168,2017-08-19T16:52:26.120Z,16.3657,73.3863,10.0,4.1,"34 km NNW of M?lvan, India"
2169,2017-08-17T07:38:33.100Z,25.8288,94.5263,61.1,4.6,"15 km S of Zunheboto, India"
2170,2017-08-16T03:26:53.080Z,32.8724,76.2437,44.78,4.4,"36 km NNE of Chamba, India"
2171,2017-08-14T07:58:29.860Z,30.3157,95.0857,10.0,4.2,"209 km NNE of Shi Yomi, India"
2174,2017-08-12T17:10:01.370Z,30.3422,94.8528,28.2,5.0,"206 km NNE of Shi Yomi, India"
2175,2017-08-11T03:34:53.600Z,13.639,92.8043,25.23,4.5,"214 km N of Bamboo Flat, India"
2178,2017-08-08T00:35:38.010Z,24.3109,93.5456,62.84,4.2,"12 km WSW of Chur?ch?ndpur, India"
2181,2017-08-02T18:18:08.620Z,24.3214,93.6199,53.23,5.1,"5 km WSW of Chur?ch?ndpur, India"
2185,2017-07-22T20:06:47.850Z,25.1098,94.8989,68.66,4.0,"73 km SSE of Phek, India"
2187,2017-07-21T00:23:42.350Z,24.1789,92.2002,38.77,4.4,"21 km S of Dharmanagar, India"
2190,2017-07-17T20:20:25.590Z,24.8683,95.1618,122.77,4.3,"110 km SE of Phek, India"
2197,2017-07-12T22:33:37.170Z,9.8244,93.9746,10.0,4.3,"244 km SSE of Port Blair, India"
2198,2017-07-10T10:44:46.240Z,10.4269,93.8907,42.73,4.5,"185 km SE of Port Blair, India"
2199,2017-07-09T07:59:49.770Z,29.0249,95.7052,19.48,4.5,"112 km NNE of P?sigh?t, India"
2203,2017-07-02T05:27:45.280Z,24.3592,94.7001,83.62,4.9,"69 km ESE of W?ngjing, India"
2208,2017-06-24T14:26:44.820Z,10.0742,93.5741,35.0,4.4,"197 km SSE of Port Blair, India"
2212,2017-06-18T22:35:46.460Z,24.6306,93.9674,21.47,4.6,"3 km WSW of Thoub?l, India"
2213,2017-06-16T21:43:11.230Z,29.9367,95.1768,24.75,4.2,"174 km NNE of Shi Yomi, India"
2217,2017-06-09T11:48:06.920Z,25.2784,95.1091,92.06,4.6,"74 km SE of Phek, India"
2220,2017-06-03T18:14:50.550Z,16.6688,73.576,15.46,4.3,"6 km ENE of R?j?pur, India"
2221,2017-06-03T02:42:58.150Z,24.7698,95.1741,108.98,4.1,"114 km E of W?ngjing, India"
2222,2017-06-01T22:55:54.880Z,28.9744,76.7797,10.0,4.7,"16 km NW of Kharkhauda, India"
2223,2017-05-30T22:24:43.880Z,10.3004,93.2343,82.18,4.4,"160 km SSE of Port Blair, India"
2225,2017-05-29T13:53:29.160Z,33.2999,75.9276,35.9,4.5,"15 km E of Kishtw?r, India"
2231,2017-05-21T17:38:11.660Z,11.5138,95.0885,20.77,4.6,"256 km E of Port Blair, India"
2232,2017-05-20T05:48:44.460Z,32.8696,76.2986,35.36,4.2,"38 km NNE of Chamba, India"
2233,2017-05-19T00:02:33.540Z,33.0204,76.1431,42.99,4.5,"40 km E of Bhadarw?h, India"
2235,2017-05-17T17:45:54.770Z,12.7126,93.5971,100.98,4.6,"147 km NE of Bamboo Flat, India"
2238,2017-05-16T22:13:19.060Z,27.3266,88.1714,10.0,4.2,"9 km WNW of Gyalshing, India"
2239,2017-05-16T14:04:40.080Z,11.4865,95.052,20.79,4.6,"252 km E of Port Blair, India"
2245,2017-05-05T17:58:35.880Z,13.7401,92.548,19.13,5.0,"226 km N of Bamboo Flat, India"
2246,2017-05-01T18:59:31.990Z,11.7813,94.8399,28.01,4.7,"228 km E of Port Blair, India"
2247,2017-05-01T06:50:59.270Z,13.6394,92.851,27.84,4.4,"215 km N of Bamboo Flat, India"
2250,2017-04-25T16:14:55.930Z,25.6263,90.8833,31.19,4.3,"40 km WNW of Nongstoin, India"
2261,2017-03-26T21:42:11.940Z,27.1419,88.5534,24.39,4.5,"4 km SSE of Rangpo, India"
2262,2017-03-25T02:05:56.400Z,25.0469,95.0201,104.0,4.5,"86 km SE of Phek, India"
2264,2017-03-21T15:40:45.410Z,25.3798,92.5623,34.67,4.4,"51 km WNW of H?flong, India"
2266,2017-03-19T08:57:06.970Z,9.9624,93.5567,35.85,4.6,"208 km SSE of Port Blair, India"
2269,2017-03-17T14:01:43.070Z,11.1741,92.8778,46.01,4.8,"56 km SSE of Port Blair, India"
2270,2017-03-14T16:39:56.790Z,27.2997,96.7901,54.22,4.4,"89 km SSE of Hayuliang, India"
2274,2017-03-09T02:55:11.360Z,24.7062,94.5703,69.71,4.7,"52 km ENE of W?ngjing, India"
2276,2017-03-06T21:30:06.950Z,25.1149,95.1428,89.95,4.3,"88 km SE of Phek, India"
2278,2017-03-04T02:11:53.820Z,25.1865,94.6658,74.07,5.1,"55 km SSE of Phek, India"
